2.712890000000000093e-02 1.499999999999999944e-01
3.477140000000000092e-02 1.499999999999999944e-01
4.807190000000000074e-02 1.499999999999999944e-01
8.022139999999999826e-02 1.499999999999999944e-01
1.207079999999999959e-01 1.499999999999999944e-01
1.540539999999999965e-01 1.499999999999999944e-01
1.649039999999999950e-01 1.499999999999999944e-01
1.770579999999999932e-01 1.499999999999999944e-01
2.140960000000000085e-01 1.499999999999999944e-01
2.599210000000000131e-01 1.499999999999999944e-01
2.955050000000000177e-01 1.499999999999999944e-01
3.080040000000000000e-01 1.499999999999999944e-01
3.093270000000000186e-01 1.499999999999999944e-01
3.349690000000000167e-01 1.499999999999999944e-01
3.730169999999999875e-01 1.499999999999999944e-01
4.060639999999999805e-01 1.499999999999999944e-01
4.167799999999999838e-01 1.499999999999999944e-01
4.186010000000000009e-01 1.499999999999999944e-01
4.479810000000000181e-01 1.499999999999999944e-01
4.916119999999999934e-01 1.499999999999999944e-01
5.313499999999999890e-01 1.499999999999999944e-01
5.511620000000000408e-01 1.499999999999999944e-01
5.405309999999999837e-01 1.499999999999999944e-01
5.555409999999999515e-01 1.499999999999999944e-01
5.856170000000000542e-01 1.499999999999999944e-01
6.115439999999999765e-01 1.499999999999999944e-01
6.190649999999999764e-01 1.499999999999999944e-01
6.062389999999999723e-01 1.499999999999999944e-01
6.148209999999999509e-01 1.499999999999999944e-01
6.400700000000000278e-01 1.499999999999999944e-01
6.726459999999999662e-01 1.499999999999999944e-01
6.963970000000000438e-01 1.499999999999999944e-01
6.944599999999999662e-01 1.499999999999999944e-01
6.973190000000000222e-01 1.499999999999999944e-01
7.242169999999999996e-01 1.499999999999999944e-01
7.574840000000000462e-01 1.499999999999999944e-01
7.801409999999999734e-01 1.499999999999999944e-01
7.796889999999999654e-01 1.499999999999999944e-01
7.760190000000000143e-01 1.499999999999999944e-01
8.019370000000000109e-01 1.499999999999999944e-01
8.428330000000000544e-01 1.499999999999999944e-01
8.747190000000000243e-01 1.499999999999999944e-01
8.783130000000000104e-01 1.499999999999999944e-01
8.681489999999999485e-01 1.499999999999999944e-01
8.820909999999999584e-01 1.499999999999999944e-01
9.046440000000000037e-01 1.499999999999999944e-01
9.210190000000000321e-01 1.499999999999999944e-01
9.192479999999999540e-01 1.499999999999999944e-01
9.044900000000000162e-01 1.499999999999999944e-01
9.130880000000000107e-01 1.499999999999999944e-01
9.338699999999999779e-01 1.499999999999999944e-01
9.517640000000000544e-01 1.499999999999999944e-01
9.545719999999999761e-01 1.499999999999999944e-01
9.348520000000000163e-01 1.499999999999999944e-01
9.355280000000000262e-01 1.499999999999999944e-01
9.526000000000000023e-01 1.499999999999999944e-01
9.713079999999999492e-01 1.499999999999999944e-01
9.764800000000000146e-01 1.499999999999999944e-01
9.584880000000000067e-01 1.499999999999999944e-01
9.559210000000000207e-01 1.499999999999999944e-01
9.685240000000000515e-01 1.499999999999999944e-01
9.841839999999999478e-01 1.499999999999999944e-01
9.890219999999999567e-01 -6.540000000000000258e-01
9.716010000000000479e-01 -6.520000000000000240e-01
9.710269999999999735e-01 -6.500000000000000222e-01
9.885819999999999608e-01 -6.500000000000000222e-01
1.007830000000000004e+00 -6.480000000000000204e-01
1.013030000000000097e+00 -6.500000000000000222e-01
9.955220000000000180e-01 -6.480000000000000204e-01
9.905779999999999585e-01 -6.460000000000000187e-01
1.001169999999999893e+00 -6.460000000000000187e-01
1.013630000000000031e+00 -6.440000000000000169e-01
1.013079999999999981e+00 -6.440000000000000169e-01
9.912400000000000100e-01 -6.440000000000000169e-01
9.926700000000000523e-01 -6.440000000000000169e-01
1.006650000000000045e+00 -6.420000000000000151e-01
1.018580000000000041e+00 -6.420000000000000151e-01
1.015249999999999986e+00 -6.420000000000000151e-01
9.952900000000000080e-01 -6.420000000000000151e-01
9.975249999999999950e-01 -6.420000000000000151e-01
1.011819999999999942e+00 -6.400000000000000133e-01
1.022809999999999997e+00 -6.400000000000000133e-01
1.015479999999999938e+00 -6.400000000000000133e-01
1.002439999999999998e+00 -6.400000000000000133e-01
1.011689999999999978e+00 -6.400000000000000133e-01
1.029970000000000052e+00 -6.400000000000000133e-01
1.041630000000000056e+00 -6.380000000000000115e-01
1.034080000000000110e+00 -6.380000000000000115e-01
1.019330000000000069e+00 -6.400000000000000133e-01
1.025819999999999954e+00 -6.400000000000000133e-01
1.041860000000000008e+00 -6.400000000000000133e-01
1.051530000000000076e+00 -6.420000000000000151e-01
1.040300000000000002e+00 -6.420000000000000151e-01
1.032559999999999922e+00 -6.400000000000000133e-01
1.048510000000000053e+00 -6.420000000000000151e-01
1.072040000000000104e+00 -6.420000000000000151e-01
1.083860000000000046e+00 -6.420000000000000151e-01
1.070160000000000000e+00 -6.440000000000000169e-01
1.063749999999999973e+00 -6.440000000000000169e-01
1.077250000000000041e+00 -6.420000000000000151e-01
1.093450000000000033e+00 -6.420000000000000151e-01
1.092410000000000103e+00 -6.420000000000000151e-01
1.075990000000000002e+00 -6.440000000000000169e-01
1.091099999999999959e+00 -6.460000000000000187e-01
1.120670000000000055e+00 -6.460000000000000187e-01
1.138549999999999951e+00 -6.440000000000000169e-01
1.124030000000000085e+00 -6.440000000000000169e-01
1.125040000000000040e+00 -6.440000000000000169e-01
1.153270000000000017e+00 -6.460000000000000187e-01
1.185340000000000060e+00 -6.480000000000000204e-01
1.195000000000000062e+00 -6.500000000000000222e-01
1.172960000000000003e+00 -6.480000000000000204e-01
